NMR gene name,gene_ids,Human gene stable ID,Human gene name,Mouse gene stable ID,Mouse gene name
PHTF1,ENSHGLG00000015252,ENSG00000116793,PHTF1,ENSMUSG00000058388,Phtf1
THEM4,ENSHGLG00000015316,,,ENSMUSG00000028145,Them4
PSMD4,ENSHGLG00000015318,ENSG00000159352,PSMD4,ENSMUSG00000005625,Psmd4
ENSHGLG00000015383,ENSHGLG00000015383,,,,
TRIM33,ENSHGLG00000015394,ENSG00000197323,TRIM33,ENSMUSG00000033014,Trim33
ENSHGLG00000015408,ENSHGLG00000015408,,,,
ENSA,ENSHGLG00000015451,ENSG00000143420,ENSA,ENSMUSG00000038619,Ensa
KCNC4,ENSHGLG00000015572,ENSG00000116396,KCNC4,ENSMUSG00000027895,Kcnc4
ENSHGLG00000015587,ENSHGLG00000015587,,,,
HIST2H2BE,ENSHGLG00000015687,,,,
CTSS,ENSHGLG00000015756,,,,
ENSHGLG00000015936,ENSHGLG00000015936,,,ENSMUSG00000068854,H2bc21
AHCYL1,ENSHGLG00000016005,,,,
AMPD1,ENSHGLG00000016007,ENSG00000116748,AMPD1,ENSMUSG00000070385,Ampd1
ENSHGLG00000016066,ENSHGLG00000016066,,,,
C1orf54,ENSHGLG00000016156,ENSG00000118292,C1orf54,ENSMUSG00000038543,BC028528
WDR47,ENSHGLG00000016168,ENSG00000085433,WDR47,ENSMUSG00000040389,Wdr47
TAF13,ENSHGLG00000016250,,,,
CIART,ENSHGLG00000016271,ENSG00000159208,CIART,ENSMUSG00000038550,Ciart
PLEKHO1,ENSHGLG00000016292,,,,
SLC16A1,ENSHGLG00000016346,,,,
MRPS21,ENSHGLG00000016350,ENSG00000266472,MRPS21,ENSMUSG00000054312,Mrps21
LRIG2,ENSHGLG00000016354,ENSG00000198799,LRIG2,ENSMUSG00000032913,Lrig2
SEC22B,ENSHGLG00000016365,,,,
VANGL1,ENSHGLG00000016399,ENSG00000173218,VANGL1,ENSMUSG00000027860,Vangl1
PRPF3,ENSHGLG00000016569,ENSG00000117360,PRPF3,ENSMUSG00000015748,Prpf3
PRPF38B,ENSHGLG00000016583,,,,
CTTNBP2NL,ENSHGLG00000016608,ENSG00000143079,CTTNBP2NL,ENSMUSG00000062127,Cttnbp2nl
REG4,ENSHGLG00000016686,,,ENSMUSG00000027876,Reg4
HMGCS2,ENSHGLG00000016719,,,ENSMUSG00000027875,Hmgcs2
KCND3,ENSHGLG00000017438,ENSG00000171385,KCND3,ENSMUSG00000040896,Kcnd3
SELENBP1,ENSHGLG00000017449,ENSG00000143416,SELENBP1,,
FAM46C,ENSHGLG00000017489,,,,
GDAP2,ENSHGLG00000017537,,,,
MAN1A2,ENSHGLG00000017646,ENSG00000198162,MAN1A2,ENSMUSG00000008763,Man1a2
ENSHGLG00000017660,ENSHGLG00000017660,,,,
STXBP3,ENSHGLG00000017668,ENSG00000116266,STXBP3,ENSMUSG00000027882,Stxbp3
FNDC7,ENSHGLG00000017720,ENSG00000143107,FNDC7,ENSMUSG00000045326,Fndc7
TRIM45,ENSHGLG00000017735,ENSG00000134253,TRIM45,ENSMUSG00000033233,Trim45
ENSHGLG00000017868,ENSHGLG00000017868,,,,
WDR3,ENSHGLG00000017936,ENSG00000065183,WDR3,ENSMUSG00000033285,Wdr3
ENSHGLG00000017963,ENSHGLG00000017963,,,,
ST7L,ENSHGLG00000018040,ENSG00000007341,ST7L,ENSMUSG00000045576,St7l
CSF1,ENSHGLG00000018247,ENSG00000184371,CSF1,ENSMUSG00000014599,Csf1
CD101,ENSHGLG00000018298,ENSG00000134256,CD101,ENSMUSG00000086564,Cd101
ENSHGLG00000018468,ENSHGLG00000018468,,,,
ENSHGLG00000018478,ENSHGLG00000018478,,,,
TAFA3,ENSHGLG00000018506,ENSG00000184599,TAFA3,ENSMUSG00000055865,Tafa3
PHGDH,ENSHGLG00000018535,,,ENSMUSG00000053398,Phgdh
IGSF3,ENSHGLG00000018539,ENSG00000143061,IGSF3,ENSMUSG00000042035,Igsf3
VTCN1,ENSHGLG00000018792,ENSG00000134258,VTCN1,ENSMUSG00000051076,Vtcn1
VPS45,ENSHGLG00000018897,ENSG00000136631,VPS45,ENSMUSG00000015747,Vps45
PTGFRN,ENSHGLG00000019106,ENSG00000134247,PTGFRN,ENSMUSG00000027864,Ptgfrn
OTUD7B,ENSHGLG00000019136,ENSG00000264522,OTUD7B,ENSMUSG00000038495,Otud7b
ENSHGLG00000020177,ENSHGLG00000020177,,,,
GJA5,ENSHGLG00000020298,,,,
ENSHGLG00000020456,ENSHGLG00000020456,,,,
GJA8,ENSHGLG00000020482,ENSG00000121634,GJA8,ENSMUSG00000049908,Gja8
ENSHGLG00000020617,ENSHGLG00000020617,,,,
ENSHGLG00000020668,ENSHGLG00000020668,,,,
KCNA10,ENSHGLG00000020688,ENSG00000143105,KCNA10,ENSMUSG00000042861,Kcna10
H2BC18,ENSHGLG00000020999,,,,
H2AC18,ENSHGLG00000021070,,,,
ENSHGLG00000021182,ENSHGLG00000021182,,,,
HIST2H3C-4,ENSHGLG00000021401,,,,
KIN,ENSHGLG00000005095,ENSG00000151657,KIN,ENSMUSG00000037262,Kin
WDR37,ENSHGLG00000005345,ENSG00000047056,WDR37,ENSMUSG00000021147,Wdr37
NUP133,ENSHGLG00000005460,ENSG00000069248,NUP133,ENSMUSG00000039509,Nup133
ZMYND11,ENSHGLG00000006076,,,ENSMUSG00000021156,Zmynd11
ACTA1,ENSHGLG00000006223,ENSG00000143632,ACTA1,ENSMUSG00000031972,Acta1
GNPAT,ENSHGLG00000006233,ENSG00000116906,GNPAT,ENSMUSG00000031985,Gnpat
ATP5F1C,ENSHGLG00000006601,,,,
ENSHGLG00000006958,ENSHGLG00000006958,,,,
RHOU,ENSHGLG00000007432,,,,
CCSAP,ENSHGLG00000007621,,,,
C1orf131,ENSHGLG00000007941,,,,
NET1,ENSHGLG00000008031,,,ENSMUSG00000021215,Net1
TAF3,ENSHGLG00000008290,ENSG00000165632,TAF3,ENSMUSG00000025782,Taf3
TRIM67,ENSHGLG00000008936,ENSG00000119283,TRIM67,ENSMUSG00000036913,Trim67
PFKP,ENSHGLG00000009173,ENSG00000067057,PFKP,ENSMUSG00000021196,Pfkp
IL2RA,ENSHGLG00000009500,ENSG00000134460,IL2RA,ENSMUSG00000026770,Il2ra
ENSHGLG00000009663,ENSHGLG00000009663,,,,
ENSHGLG00000009731,ENSHGLG00000009731,,,,
RAB4A,ENSHGLG00000009760,ENSG00000168118,RAB4A,ENSMUSG00000019478,Rab4a
ENSHGLG00000009800,ENSHGLG00000009800,,,,
IRF2BP2,ENSHGLG00000009866,,,ENSMUSG00000051495,Irf2bp2
ACTN2,ENSHGLG00000009879,,,,
ENSHGLG00000009973,ENSHGLG00000009973,,,,
ENSHGLG00000010972,ENSHGLG00000010972,,,,
ENSHGLG00000011083,ENSHGLG00000011083,,,,
SPRTN,ENSHGLG00000011554,,,,
RBM17,ENSHGLG00000011580,ENSG00000134453,RBM17,ENSMUSG00000037197,Rbm17
TARBP1,ENSHGLG00000011592,ENSG00000059588,TARBP1,ENSMUSG00000090290,Tarbp1
ITIH5,ENSHGLG00000011827,ENSG00000123243,ITIH5,ENSMUSG00000025780,Itih5
C1orf198,ENSHGLG00000011852,,,,
ENSHGLG00000012375,ENSHGLG00000012375,,,,
ENSHGLG00000012398,ENSHGLG00000012398,ENSG00000067064,IDI1,ENSMUSG00000058258,Idi1
ECHDC3,ENSHGLG00000012452,,,,
ARID4B,ENSHGLG00000012546,ENSG00000054267,ARID4B,ENSMUSG00000039219,Arid4b
ENSHGLG00000012711,ENSHGLG00000012711,,,,
IL15RA,ENSHGLG00000012759,,,,
ENSHGLG00000012809,ENSHGLG00000012809,,,,
TSNAX,ENSHGLG00000012839,,,,
LARP4B,ENSHGLG00000012936,,,ENSMUSG00000033499,Larp4b
GTPBP4,ENSHGLG00000013071,ENSG00000107937,GTPBP4,ENSMUSG00000021149,Gtpbp4
CAPN9,ENSHGLG00000013179,ENSG00000135773,CAPN9,ENSMUSG00000031981,Capn9
ENSHGLG00000013385,ENSHGLG00000013385,,,,
GNG4,ENSHGLG00000013413,,,,
ENSHGLG00000013703,ENSHGLG00000013703,,,,
ENSHGLG00000013769,ENSHGLG00000013769,,,,
PCNX2,ENSHGLG00000013796,ENSG00000135749,PCNX2,ENSMUSG00000060212,Pcnx2
EDARADD,ENSHGLG00000013953,,,,
ENSHGLG00000014055,ENSHGLG00000014055,,,,
ADARB2,ENSHGLG00000014550,ENSG00000185736,ADARB2,ENSMUSG00000052551,Adarb2
ANKRD16,ENSHGLG00000014768,,,,
ENSHGLG00000015176,ENSHGLG00000015176,,,ENSMUSG00000043241,Upf2
GALNT2,ENSHGLG00000015311,ENSG00000143641,GALNT2,ENSMUSG00000089704,Galnt2
PRKCQ,ENSHGLG00000015477,,,ENSMUSG00000026778,Prkcq
LYST,ENSHGLG00000015493,ENSG00000143669,LYST,ENSMUSG00000019726,Lyst
DIP2C,ENSHGLG00000015497,ENSG00000151240,DIP2C,ENSMUSG00000048264,Dip2c
ENSHGLG00000015517,ENSHGLG00000015517,,,,
FBXO18,ENSHGLG00000015581,,,ENSMUSG00000058594,Fbh1
PFKFB3,ENSHGLG00000015612,ENSG00000170525,PFKFB3,ENSMUSG00000026773,Pfkfb3
ENSHGLG00000015633,ENSHGLG00000015633,,,,
GDI2,ENSHGLG00000015720,,,ENSMUSG00000021218,Gdi2
NTPCR,ENSHGLG00000015735,,,,
ZP4,ENSHGLG00000015875,ENSG00000116996,ZP4,,
MAP10,ENSHGLG00000015887,ENSG00000212916,MAP10,ENSMUSG00000050930,Map10
KCNK1,ENSHGLG00000015891,ENSG00000135750,KCNK1,ENSMUSG00000033998,Kcnk1
DISC1,ENSHGLG00000015934,ENSG00000162946,DISC1,ENSMUSG00000043051,Disc1
GPR137B,ENSHGLG00000015957,ENSG00000077585,GPR137B,ENSMUSG00000021306,Gpr137b
ARV1,ENSHGLG00000015999,ENSG00000173409,ARV1,ENSMUSG00000031982,Arv1
LGALS8,ENSHGLG00000016074,ENSG00000116977,LGALS8,ENSMUSG00000057554,Lgals8
PROSER2,ENSHGLG00000016108,,,,
ENSHGLG00000016129,ENSHGLG00000016129,,,,
B3GALNT2,ENSHGLG00000016198,ENSG00000162885,B3GALNT2,ENSMUSG00000039242,B3galnt2
TAF5L,ENSHGLG00000016205,,,ENSMUSG00000038697,Taf5l
TTC13,ENSHGLG00000016230,ENSG00000143643,TTC13,ENSMUSG00000037300,Ttc13
ENSHGLG00000016231,ENSHGLG00000016231,,,,
ENSHGLG00000016330,ENSHGLG00000016330,,,,
SIPA1L2,ENSHGLG00000016409,ENSG00000116991,SIPA1L2,ENSMUSG00000001995,Sipa1l2
RYR2,ENSHGLG00000016451,ENSG00000198626,RYR2,ENSMUSG00000021313,Ryr2
RBM34,ENSHGLG00000016495,,,ENSMUSG00000033931,Rbm34
HEATR1,ENSHGLG00000016543,ENSG00000119285,HEATR1,ENSMUSG00000050244,Heatr1
URB2,ENSHGLG00000016561,ENSG00000135763,URB2,ENSMUSG00000031976,Urb2
ABCB10,ENSHGLG00000016571,ENSG00000135776,ABCB10,ENSMUSG00000031974,Abcb10
TOMM20,ENSHGLG00000016770,,,,
ENSHGLG00000016823,ENSHGLG00000016823,,,,
SLC35F3,ENSHGLG00000016826,,,,
PGBD5,ENSHGLG00000017120,ENSG00000177614,PGBD5,ENSMUSG00000050751,Pgbd5
NID1,ENSHGLG00000017135,ENSG00000116962,NID1,ENSMUSG00000005397,Nid1
CELF2,ENSHGLG00000017139,ENSG00000048740,CELF2,ENSMUSG00000002107,Celf2
ASB13,ENSHGLG00000017145,,,ENSMUSG00000033781,Asb13
ENSHGLG00000017367,ENSHGLG00000017367,,,,
COG2,ENSHGLG00000017776,ENSG00000135775,COG2,ENSMUSG00000031979,Cog2
AGT,ENSHGLG00000017789,ENSG00000135744,AGT,ENSMUSG00000031980,Agt
ERO1B,ENSHGLG00000018091,ENSG00000086619,ERO1B,ENSMUSG00000057069,Ero1b
MAP3K21,ENSHGLG00000018159,ENSG00000143674,MAP3K21,ENSMUSG00000031853,Map3k21
MTR,ENSHGLG00000018165,ENSG00000116984,MTR,ENSMUSG00000021311,Mtr
ENSHGLG00000018392,ENSHGLG00000018392,,,,
USP6NL,ENSHGLG00000018445,,,,
FAM89A,ENSHGLG00000018474,,,,
PITRM1,ENSHGLG00000018501,,,ENSMUSG00000021193,Pitrm1
ITIH2,ENSHGLG00000018567,ENSG00000151655,ITIH2,ENSMUSG00000037254,Itih2
ENSHGLG00000018731,ENSHGLG00000018731,,,,
TASOR2,ENSHGLG00000018835,,,ENSMUSG00000033799,Tasor2
ENSHGLG00000018861,ENSHGLG00000018861,,,,
GATA3,ENSHGLG00000018940,,,,
ENSHGLG00000018945,ENSHGLG00000018945,,,,
TBCE,ENSHGLG00000019008,,,ENSMUSG00000039233,Tbce
EXOC8,ENSHGLG00000020703,,,,
ENSHGLG00000020814,ENSHGLG00000020814,,,,
CHRM3,ENSHGLG00000020856,,,,
ENSHGLG00000020870,ENSHGLG00000020870,,,,
CALML3,ENSHGLG00000021203,ENSG00000178363,CALML3,ENSMUSG00000063130,Calml3
CCNA1,ENSHGLG00000002880,ENSG00000133101,CCNA1,ENSMUSG00000027793,Ccna1
EXOSC8,ENSHGLG00000002963,ENSG00000120699,EXOSC8,ENSMUSG00000027752,Exosc8
POLR1D,ENSHGLG00000003202,,,,
ENSHGLG00000003209,ENSHGLG00000003209,,,,
HMGB1,ENSHGLG00000003352,,,,
LNX2,ENSHGLG00000003410,ENSG00000139517,LNX2,ENSMUSG00000016520,Lnx2
KATNAL1,ENSHGLG00000003538,ENSG00000102781,KATNAL1,ENSMUSG00000041298,Katnal1
FLT1,ENSHGLG00000003643,ENSG00000102755,FLT1,ENSMUSG00000029648,Flt1
ENSHGLG00000003715,ENSHGLG00000003715,,,,
DCLK1,ENSHGLG00000003756,,,ENSMUSG00000027797,Dclk1
ALG5,ENSHGLG00000003783,ENSG00000120697,ALG5,ENSMUSG00000036632,Alg5
ENSHGLG00000003791,ENSHGLG00000003791,,,,
UBL3,ENSHGLG00000003842,,,,
MTIF3,ENSHGLG00000003959,ENSG00000122033,MTIF3,ENSMUSG00000016510,Mtif3
ENSHGLG00000004085,ENSHGLG00000004085,,,,
GTF3A,ENSHGLG00000004173,,,,
NBEA,ENSHGLG00000004608,,,ENSMUSG00000027799,Nbea
RFXAP,ENSHGLG00000004899,ENSG00000133111,RFXAP,ENSMUSG00000036615,Rfxap
ENSHGLG00000005133,ENSHGLG00000005133,,,,
RASL11A,ENSHGLG00000005304,ENSG00000122035,RASL11A,ENSMUSG00000029641,Rasl11a
KL,ENSHGLG00000005334,ENSG00000133116,KL,ENSMUSG00000058488,Kl
ENSHGLG00000005447,ENSHGLG00000005447,,,,
RPL21,ENSHGLG00000005660,,,,
ENSHGLG00000005673,ENSHGLG00000005673,,,,
FLT3,ENSHGLG00000005717,ENSG00000122025,FLT3,ENSMUSG00000042817,Flt3
MRP63,ENSHGLG00000005720,,,,
BMPER,ENSHGLG00000005942,,,,
ENSHGLG00000006149,ENSHGLG00000006149,,,,
ZAR1L,ENSHGLG00000006253,ENSG00000189167,ZAR1L,ENSMUSG00000056586,Zar1l
ATP8A2,ENSHGLG00000006272,ENSG00000132932,ATP8A2,ENSMUSG00000021983,Atp8a2
GPR12,ENSHGLG00000006301,,,,
SERTM1,ENSHGLG00000006322,,,,
WASF3,ENSHGLG00000006350,ENSG00000132970,WASF3,ENSMUSG00000029636,Wasf3
ENSHGLG00000006352,ENSHGLG00000006352,,,,
ENSHGLG00000006416,ENSHGLG00000006416,,,,
ENSHGLG00000006446,ENSHGLG00000006446,,,,
PDS5B,ENSHGLG00000006670,ENSG00000083642,PDS5B,ENSMUSG00000034021,Pds5b
ENSHGLG00000006697,ENSHGLG00000006697,,,,
USP12,ENSHGLG00000006711,,,,
ATP12A,ENSHGLG00000006734,,,ENSMUSG00000022229,Atp12a
SKA3,ENSHGLG00000006835,,,,
ENSHGLG00000006845,ENSHGLG00000006845,,,ENSMUSG00000079184,Mphosph8
HSPH1,ENSHGLG00000006908,ENSG00000120694,HSPH1,ENSMUSG00000029657,Hsph1
ENSHGLG00000006961,ENSHGLG00000006961,,,,
N4BP2L1,ENSHGLG00000006971,ENSG00000139597,N4BP2L1,ENSMUSG00000041132,N4bp2l1
ENSHGLG00000006974,ENSHGLG00000006974,,,,
CCDC169,ENSHGLG00000007245,,,,
RNF17,ENSHGLG00000007270,,,ENSMUSG00000000365,Rnf17
MIPEP,ENSHGLG00000007271,ENSG00000027001,MIPEP,ENSMUSG00000021993,Mipep
ENSHGLG00000007273,ENSHGLG00000007273,,,,
ENSHGLG00000007280,ENSHGLG00000007280,,,,
SAP18,ENSHGLG00000007485,,,,
CDK8,ENSHGLG00000007563,ENSG00000132964,CDK8,ENSMUSG00000029635,Cdk8
FGF9,ENSHGLG00000007726,,,,
ENSHGLG00000007819,ENSHGLG00000007819,,,,
SLC46A3,ENSHGLG00000007999,ENSG00000139508,SLC46A3,ENSMUSG00000029650,Slc46a3
RNF6,ENSHGLG00000008194,ENSG00000127870,RNF6,ENSMUSG00000029634,Rnf6
N6AMT2,ENSHGLG00000008265,,,,
PARP4,ENSHGLG00000008309,,,ENSMUSG00000054509,Parp4
ENSHGLG00000008372,ENSHGLG00000008372,ENSG00000165487,MICU2,ENSMUSG00000021973,Micu2
URAD,ENSHGLG00000008479,ENSG00000183463,URAD,,
BRCA2,ENSHGLG00000008590,ENSG00000139618,BRCA2,ENSMUSG00000041147,Brca2
ENSHGLG00000008818,ENSHGLG00000008818,,,,
ENSHGLG00000008876,ENSHGLG00000008876,,,,
POMP,ENSHGLG00000008991,,,,
CDX2,ENSHGLG00000009166,ENSG00000165556,CDX2,ENSMUSG00000029646,Cdx2
RXFP2,ENSHGLG00000009276,,,ENSMUSG00000053368,Rxfp2
ENSHGLG00000009373,ENSHGLG00000009373,,,,
FRY,ENSHGLG00000009415,ENSG00000073910,FRY,ENSMUSG00000056602,Fry
SHISA2,ENSHGLG00000009578,ENSG00000180730,SHISA2,ENSMUSG00000044461,Shisa2
IL17D,ENSHGLG00000009735,ENSG00000172458,IL17D,ENSMUSG00000050222,Il17d
ENSHGLG00000009766,ENSHGLG00000009766,,,,
PDX1,ENSHGLG00000010243,ENSG00000139515,PDX1,ENSMUSG00000029644,Pdx1
ZDHHC20,ENSHGLG00000010251,ENSG00000180776,ZDHHC20,ENSMUSG00000021969,Zdhhc20
IFT88,ENSHGLG00000010561,ENSG00000032742,IFT88,ENSMUSG00000040040,Ift88
GSX1,ENSHGLG00000010679,,,,
ENSHGLG00000010764,ENSHGLG00000010764,,,,
SOHLH2,ENSHGLG00000010793,,,ENSMUSG00000027794,Sohlh2
ENSHGLG00000010870,ENSHGLG00000010870,,,,
ENSHGLG00000010941,ENSHGLG00000010941,,,,
LATS2,ENSHGLG00000011142,,,ENSMUSG00000021959,Lats2
ENSHGLG00000011572,ENSHGLG00000011572,,,,
ENSHGLG00000012092,ENSHGLG00000012092,,,,
ENSHGLG00000012383,ENSHGLG00000012383,,,,
GJA3,ENSHGLG00000013423,,,,
B3GLCT,ENSHGLG00000013471,ENSG00000187676,B3GLCT,ENSMUSG00000051950,B3glct
CRYL1,ENSHGLG00000013543,ENSG00000165475,CRYL1,ENSMUSG00000021947,Cryl1
ENSHGLG00000013589,ENSHGLG00000013589,,,,
ENSHGLG00000013666,ENSHGLG00000013666,,,,
ALOX5AP,ENSHGLG00000013689,ENSG00000132965,ALOX5AP,ENSMUSG00000060063,Alox5ap
SUPT20H,ENSHGLG00000013900,ENSG00000102710,SUPT20H,ENSMUSG00000027751,Supt20
ENSHGLG00000013996,ENSHGLG00000013996,,,,
GJB6,ENSHGLG00000014019,ENSG00000121742,GJB6,ENSMUSG00000040055,Gjb6
C1QTNF9,ENSHGLG00000014175,,,ENSMUSG00000071347,C1qtnf9
TNFRSF19,ENSHGLG00000014259,ENSG00000127863,TNFRSF19,ENSMUSG00000060548,Tnfrsf19
ENSHGLG00000014453,ENSHGLG00000014453,ENSG00000121741,ZMYM2,ENSMUSG00000021945,Zmym2
SACS,ENSHGLG00000014610,ENSG00000151835,SACS,ENSMUSG00000048279,Sacs
NUP58,ENSHGLG00000015434,ENSG00000139496,NUP58,ENSMUSG00000114797,Gm49336
SGCG,ENSHGLG00000015643,ENSG00000102683,SGCG,ENSMUSG00000035296,Sgcg
MTMR6,ENSHGLG00000016388,,,ENSMUSG00000021987,Mtmr6
CENPJ,ENSHGLG00000016438,,,ENSMUSG00000064128,Cenpj
GJB2,ENSHGLG00000017361,ENSG00000165474,GJB2,ENSMUSG00000046352,Gjb2
ENSHGLG00000017378,ENSHGLG00000017378,,,,
ENSHGLG00000017993,ENSHGLG00000017993,,,,
ENSHGLG00000017994,ENSHGLG00000017994,ENSG00000132950,ZMYM5,ENSMUSG00000040123,Zmym5
AMER2,ENSHGLG00000018030,,,,
ENSHGLG00000018099,ENSHGLG00000018099,,,,
XPO4,ENSHGLG00000018113,,,ENSMUSG00000021952,Xpo4
ENSHGLG00000018160,ENSHGLG00000018160,,,,
ENSHGLG00000018220,ENSHGLG00000018220,,,,
USPL1,ENSHGLG00000018410,,,,
ENSHGLG00000018419,ENSHGLG00000018419,,,,
PAN3,ENSHGLG00000018782,ENSG00000152520,PAN3,ENSMUSG00000029647,Pan3
ENSHGLG00000018783,ENSHGLG00000018783,,,,
STARD13,ENSHGLG00000018786,,,ENSMUSG00000016128,Stard13
MEDAG,ENSHGLG00000018797,,,,
PSPC1,ENSHGLG00000018811,,,ENSMUSG00000021938,Pspc1
TEX26,ENSHGLG00000018916,ENSG00000175664,TEX26,ENSMUSG00000029660,Tex26
ENSHGLG00000018983,ENSHGLG00000018983,,,ENSMUSG00000021990,Spata13
SLC7A1,ENSHGLG00000019220,ENSG00000139514,SLC7A1,ENSMUSG00000041313,Slc7a1
RFC3,ENSHGLG00000019417,,,ENSMUSG00000033970,Rfc3
ENSHGLG00000020716,ENSHGLG00000020716,,,,
ENSHGLG00000021027,ENSHGLG00000021027,,,,
ENSHGLG00000021069,ENSHGLG00000021069,,,,
ENSHGLG00000021090,ENSHGLG00000021090,,,,
ENSHGLG00000021175,ENSHGLG00000021175,,,,
MAB21L1,ENSHGLG00000021411,,,,
SLITRK6,ENSHGLG00000000248,ENSG00000184564,SLITRK6,ENSMUSG00000045871,Slitrk6
GALNT1,ENSHGLG00000000389,,,,
ASXL3,ENSHGLG00000000401,,,,
FHOD3,ENSHGLG00000000428,ENSG00000134775,FHOD3,ENSMUSG00000034295,Fhod3
GPC5,ENSHGLG00000000656,,,ENSMUSG00000022112,Gpc5
NOL4,ENSHGLG00000000759,,,,
ENSHGLG00000000761,ENSHGLG00000000761,,,,
ENSHGLG00000000764,ENSHGLG00000000764,,,,
C18orf21,ENSHGLG00000000825,,,,
ENSHGLG00000000971,ENSHGLG00000000971,,,,
ENSHGLG00000001081,ENSHGLG00000001081,,,,
SLITRK5,ENSHGLG00000001098,,,,
RPRD1A,ENSHGLG00000001188,,,,
ZNF397,ENSHGLG00000001202,,,,
ENSHGLG00000001258,ENSHGLG00000001258,,,,
ENSHGLG00000001282,ENSHGLG00000001282,,,,
SYT4,ENSHGLG00000001289,,,,
SLC39A6,ENSHGLG00000001373,ENSG00000141424,SLC39A6,ENSMUSG00000024270,Slc39a6
ENSHGLG00000001455,ENSHGLG00000001455,,,,
ENSHGLG00000001464,ENSHGLG00000001464,,,,
ENSHGLG00000001516,ENSHGLG00000001516,,,,
ZSCAN30,ENSHGLG00000001557,,,,
ENSHGLG00000001588,ENSHGLG00000001588,,,,
MOCOS,ENSHGLG00000001785,ENSG00000075643,MOCOS,ENSMUSG00000039616,Mocos
ELP2,ENSHGLG00000001838,ENSG00000134759,ELP2,ENSMUSG00000024271,Elp2
ENSHGLG00000001850,ENSHGLG00000001850,ENSG00000166974,MAPRE2,ENSMUSG00000024277,Mapre2
ENSHGLG00000002070,ENSHGLG00000002070,,,,
ENSHGLG00000002154,ENSHGLG00000002154,,,,
PIK3C3,ENSHGLG00000002317,,,ENSMUSG00000033628,Pik3c3
RIT2,ENSHGLG00000002499,,,ENSMUSG00000057455,Rit2
DTNA,ENSHGLG00000002553,ENSG00000134769,DTNA,ENSMUSG00000024302,Dtna
TPGS2,ENSHGLG00000002583,,,,
ENSHGLG00000002593,ENSHGLG00000002593,,,,
ENSHGLG00000002819,ENSHGLG00000002819,,,,
ENSHGLG00000003004,ENSHGLG00000003004,,,,
CELF4,ENSHGLG00000003130,,,ENSMUSG00000024268,Celf4
ENSHGLG00000003144,ENSHGLG00000003144,,,,
INO80C,ENSHGLG00000003718,,,,
ENSHGLG00000004808,ENSHGLG00000004808,,,,
ENSHGLG00000007918,ENSHGLG00000007918,,,,
ENSHGLG00000010117,ENSHGLG00000010117,,,,
ENSHGLG00000014119,ENSHGLG00000014119,,,,
ZNF396,ENSHGLG00000017772,,,,
ZNF24,ENSHGLG00000019564,ENSG00000172466,ZNF24,ENSMUSG00000051469,Zfp24
ENSHGLG00000019566,ENSHGLG00000019566,,,,
ENSHGLG00000020221,ENSHGLG00000020221,,,,
ENSHGLG00000020371,ENSHGLG00000020371,,,,
ELAC1,ENSHGLG00000004360,,,,
ENSHGLG00000004367,ENSHGLG00000004367,,,,
ENSHGLG00000004410,ENSHGLG00000004410,,,,
ENSHGLG00000004414,ENSHGLG00000004414,,,,
ZBTB7C,ENSHGLG00000004464,,,,
LRRK2,ENSHGLG00000004477,ENSG00000188906,LRRK2,ENSMUSG00000036273,Lrrk2
MYO5B,ENSHGLG00000004481,,,ENSMUSG00000025885,Myo5b
MEX3C,ENSHGLG00000004567,ENSG00000176624,MEX3C,ENSMUSG00000037253,Mex3c
SINHCAF,ENSHGLG00000004591,,,,
ENSHGLG00000004697,ENSHGLG00000004697,,,,
ENSHGLG00000004780,ENSHGLG00000004780,,,,
EPG5,ENSHGLG00000004824,,,,
AMN1,ENSHGLG00000004885,,,,
ENSHGLG00000005094,ENSHGLG00000005094,,,,
CPNE8,ENSHGLG00000005157,,,ENSMUSG00000052560,Cpne8
ENSHGLG00000005218,ENSHGLG00000005218,,,,
DCC,ENSHGLG00000005265,ENSG00000187323,DCC,ENSMUSG00000060534,Dcc
ENSHGLG00000005463,ENSHGLG00000005463,,,,
IER3IP1,ENSHGLG00000005596,,,,
CTIF,ENSHGLG00000005663,,,,
ENSHGLG00000005702,ENSHGLG00000005702,,,,
PSTPIP2,ENSHGLG00000005740,ENSG00000152229,PSTPIP2,ENSMUSG00000025429,Pstpip2
SMAD4,ENSHGLG00000005758,ENSG00000141646,SMAD4,ENSMUSG00000024515,Smad4
SLC14A2,ENSHGLG00000005880,,,,
LOXHD1,ENSHGLG00000006211,,,,
ENSHGLG00000006260,ENSHGLG00000006260,,,,
SKOR2,ENSHGLG00000006276,,,,
ENSHGLG00000006292,ENSHGLG00000006292,,,,
KATNAL2,ENSHGLG00000006317,,,,
STARD6,ENSHGLG00000006332,,,,
KIF21A,ENSHGLG00000006477,,,,
ENSHGLG00000006509,ENSHGLG00000006509,,,,
ENSHGLG00000006732,ENSHGLG00000006732,,,,
ENSHGLG00000006864,ENSHGLG00000006864,,,,
MBD2,ENSHGLG00000006906,,,,
CAPRIN2,ENSHGLG00000007117,,,ENSMUSG00000030309,Caprin2
DENND5B,ENSHGLG00000007250,,,ENSMUSG00000030313,Dennd5b
SLC14A1,ENSHGLG00000007316,ENSG00000141469,SLC14A1,ENSMUSG00000059336,Slc14a1
ENSHGLG00000007419,ENSHGLG00000007419,,,,
